	patA__Streptococcus_pneumoniae_TIGR4_	mefA__Exiguobacterium_sp__S3-2_	rpsJ__Neisseria_gonorrhoeae_FA_1090_	tetB(60)__uncultured_bacterium_	ErmB__Enterococcus_faecium_	Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_Pulvomycin__Escherichia_coli_CFT073_	tetA(60)__uncultured_bacterium_	Haemophilus_parainfluenzae_gyrA_conferring_resistance_to_fluoroquinolones__Haemophilus_parainfluenzae_	tetB(46)__Streptococcus_australis_	ErmF__Bacteroides_fragilis_	CfxA6__uncultured_organism_	tetA(46)__Streptococcus_australis_	Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A__Planobispora_rosea_	Haemophilus_parainfluenzae_parC_conferring_resistance_to_fluoroquinolones__Haemophilus_parainfluenzae_	Streptococcus_mitis_CdsA_with_mutation_conferring_daptomycin_resistance__Streptococcus_oralis_	msbA__Escherichia_coli_str__K-12_substr__MG1655_	oqxB__Escherichia_coli_	tetO__Campylobacter_jejuni_	Escherichia_coli_gyrB_conferring_resistance_to_aminocoumarin__Escherichia_coli_str__K-12_substr__W3110_	patB__Streptococcus_pneumoniae_TIGR4_	CRP__Escherichia_coli_str__K-12_substr__W3110_	bacA__Escherichia_coli_str__K-12_substr__MG1655_	Escherichia_coli_PtsI_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	tet(B)__Gram-negative_bacterium_TC71_	emrR__Escherichia_coli_str__K-12_substr__MG1655_	lsaC__Streptococcus_agalactiae_	mel__Bacteria_	ErmX__Corynebacterium_striatum_	vgaC__Enterobacter_cloacae_	Klebsiella_mutant_PhoP_conferring_antibiotic_resistance_to_colistin__Klebsiella_pneumoniae_	Escherichia_coli_parC_conferring_resistance_to_fluoroquinolone__Escherichia_coli_str__K-12_substr__MG1655_	antibiotic_resistant_fabI__Escherichia_coli_str__K-12_substr__MG1655_	ACT-35__Enterobacter_cloacae_	marA__Escherichia_coli_str__K-12_substr__W3110_	LpxC__Acinetobacter_baumannii_	smeD__Stenotrophomonas_maltophilia_	smeF__Stenotrophomonas_maltophilia_	Escherichia_coli_parE_conferring_resistance_to_fluoroquinolones__Proteobacteria_	Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	smeR__Stenotrophomonas_maltophilia_	OXY-6-3__Klebsiella_oxytoca_	smeB__Stenotrophomonas_maltophilia_	smeC__Stenotrophomonas_maltophilia_	APH(6)-Id__Pseudomonas_aeruginosa_	APH(3__)-Ib__Pseudomonas_aeruginosa_	TEM-126__Escherichia_coli_	smeA__Stenotrophomonas_maltophilia_	smeS__Stenotrophomonas_maltophilia_	OprM__Pseudomonas_aeruginosa_PAO1_	MexT__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_aeruginosa_gyrA_conferring_resistance_to_fluoroquinolones__Pseudomonas_aeruginosa_PAO1_	nalD__Pseudomonas_aeruginosa_PAO1_	Escherichia_coli_CyaA_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	MexB__Pseudomonas_aeruginosa_	adeL__Acinetobacter_baumannii_	MuxB__Pseudomonas_aeruginosa_PAO1_	antibiotic_resistant_fabG__Escherichia_coli_str__K-12_substr__MG1655_	sul1__Vibrio_fluvialis_	cpxA__Escherichia_coli_O157_H7_str__Sakai_	MexC__Pseudomonas_aeruginosa_	mexK__Pseudomonas_aeruginosa_PAO1_	mexV__Pseudomonas_aeruginosa_PAO1_	OXA-50__Pseudomonas_aeruginosa_	PDC-8__Pseudomonas_aeruginosa_	MexS__Pseudomonas_aeruginosa_PAK_	basS__Pseudomonas_aeruginosa_	FosA5__Escherichia_coli_	mexY__Pseudomonas_aeruginosa_PAO1_	opmE__Pseudomonas_aeruginosa_	APH(3_)-IIb__Pseudomonas_aeruginosa_	smeE__Stenotrophomonas_maltophilia_	adeG__Acinetobacter_baumannii_AYE_	TriA__Pseudomonas_aeruginosa_PAO1_	TriB__Pseudomonas_aeruginosa_PAO1_	TriC__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_mutant_PhoQ_conferring_resistance_to_colistin__Pseudomonas_aeruginosa_PAO1_	mexZ__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_aeruginosa_soxR__Pseudomonas_aeruginosa_PAO1_	MuxA__Pseudomonas_aeruginosa_PAO1_	arnA__Pseudomonas_aeruginosa_PAO1_	mexJ__Pseudomonas_aeruginosa_PAO1_	mexL__Pseudomonas_aeruginosa_PAO1_	nalC__Pseudomonas_aeruginosa_PAO1_	Type_A_NfxB__Pseudomonas_aeruginosa_PAO1_	Pseudomonas_aeruginosa_emrE__Pseudomonas_aeruginosa_PAO1_	Klebsiella_pneumoniae_OmpK35__Klebsiella_pneumoniae_subsp__pneumoniae_HS11286_
vgaC__Enterobacter_cloacae_	0.815806453192	0.781609654715	0.84094734775	0.862374086904	0.919929347511	0.750793271157	0.855326241453	0.835322727731	0.884516486315	0.856229064974	0.920205573259	0.823338665153	0.864489067077	0.748678050273	0.865174533074	0.756984234746	0.823848741173	0.708414819479	0.869268561111	0.851650023669	0.773181628023	0.888017992928	0.836164880675	0.787264612157	0.771391839563	0.939680215057	0.8844256066	0.875664952835	0.0	0.874865273165	0.877202258707	0.643961317705	0.865603305613	0.874062202457	0.882321389763	0.838836250528	0.750509612736	0.913655763183	0.881517959713	0.803336485321	0.934111378096	0.811554638436	0.811554638436	0.76721619926	0.76721619926	0.787264612157	0.817203081477	0.817203081477	0.750283099321	0.817203081477	0.817203081477	0.817203081477	0.875375614519	0.875375614519	0.928803056433	0.875375614519	0.734655233302	0.939680215057	0.875664952835	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.875664952835	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.875664952835	0.787264612157	0.939680215057	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.875664952835	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.799546574902	0.799546574902
Klebsiella_mutant_PhoP_conferring_antibiotic_resistance_to_colistin__Klebsiella_pneumoniae_	0.838362353266	0.814699769214	0.864804334295	0.856894418032	0.898203264707	0.829753171592	0.895562755736	0.879354218815	0.825773357308	0.875375614519	0.944017497891	0.850507040571	0.859183086517	0.787264612157	0.880653341239	0.79179994387	0.770125206595	0.833452713362	0.79070957478	0.876230397342	0.710412434019	0.78209114236	0.866191373107	0.787264612157	0.648489336652	0.853595436335	0.776979729562	0.875664952835	0.874865273165	0.0	0.506899215272	0.756323937419	0.903249131506	0.836847600027	0.893544379649	0.955229139464	0.955229139464	0.922942016631	0.8938476176	0.953962435213	0.550799638842	0.936438357662	0.936438357662	0.928803056433	0.928803056433	0.680136991272	0.87268526606	0.87268526606	0.727895528154	0.807655415329	0.807655415329	0.807655415329	0.76721619926	0.875375614519	0.928803056433	0.875375614519	0.800692216683	0.939680215057	0.853595436335	0.787264612157	0.787264612157	0.787264612157	0.787264612157	0.875664952835	0.787264612157	0.787264612157	0.680136991272	0.787264612157	0.787264612157	0.875664952835	0.939680215057	0.939680215057	0.787264612157	0.787264612157	0.787264612157	0.787264612157	0.787264612157	0.787264612157	0.787264612157	0.875664952835	0.787264612157	0.787264612157	0.787264612157	0.787264612157	0.787264612157	0.787264612157
Escherichia_coli_parC_conferring_resistance_to_fluoroquinolone__Escherichia_coli_str__K-12_substr__MG1655_	0.779823989572	0.863797964381	0.914302620596	0.83067065254	0.932497660554	0.748516020127	0.843116944872	0.861821899859	0.895942887074	0.932026813096	0.951498341004	0.939137287021	0.860439888856	0.84749575406	0.906185429855	0.763261337924	0.730836529956	0.823972716211	0.787312642468	0.912879711557	0.68431487796	0.776855163327	0.845830213085	0.84749575406	0.727651272163	0.84749575406	0.907683849645	0.871184443351	0.877202258707	0.506899215272	0.0	0.794174231381	0.950513247917	0.950513247917	0.917212199719	0.907244642315	0.907244642315	0.873611361946	0.940215889177	0.901732220861	0.440083680336	0.885998821423	0.885998821423	0.932026813096	0.932026813096	0.773926047614	0.809332184276	0.809332184276	0.799084035123	0.870913731283	0.870913731283	0.870913731283	0.851864123239	0.872415396446	0.932026813096	0.872415396446	0.801533481975	0.871184443351	0.942381756817	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.773926047614	0.871184443351	0.871184443351	0.871184443351	0.942381756817	0.942381756817	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351	0.871184443351
antibiotic_resistant_fabI__Escherichia_coli_str__K-12_substr__MG1655_	0.859346663927	0.884285069348	0.914302620596	0.863617822772	0.918434296595	0.739957806559	0.913681282813	0.835299905588	0.879283744607	0.872415396446	0.885998821423	0.829223116791	0.803621823411	0.787109100326	0.889570988972	0.763261337924	0.672550203377	0.886067021193	0.860547270734	0.967861169987	0.64464369923	0.760950921364	0.933372263302	0.787109100326	0.913852697002	0.942381756817	0.882892794973	0.871184443351	0.643961317705	0.756323937419	0.794174231381	0.0	0.865853216908	0.972812448079	0.917212199719	0.880960335729	0.880960335729	0.955376024196	0.880424752521	0.872229921565	0.819480299631	0.733081067597	0.733081067597	0.932026813096	0.932026813096	0.871184443351	0.735570368244	0.735570368244	0.71154028959	0.766887158309	0.85249878397	0.85249878397	0.851864123239	0.754164390438	0.851864123239	0.754164390438	0.717156341563	0.942381756817	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.732508507938	0.84749575406	0.84749575406	0.871184443351	0.84749575406	0.84749575406	0.732508507938	0.871184443351	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.84749575406	0.871184443351
ACT-35__Enterobacter_cloacae_	0.826581269638	0.807613826131	0.910710125909	0.882434812438	0.907531438116	0.85774076835	0.882434812438	0.895644866096	0.874654027198	0.938387155213	0.908286974367	0.899645477235	0.93173135674	0.947748292512	0.913165642431	0.750105422192	0.835479603417	0.921157392989	0.686870173659	0.88858432959	0.683445699585	0.582835659026	0.723475813624	0.847714681772	0.768662101372	0.861273905665	0.8832158502	0.947748292512	0.865603305613	0.903249131506	0.950513247917	0.865853216908	0.0	0.453799445885	0.747224964505	0.755378839817	0.852890995036	0.50406622103	0.412774079042	0.804501314909	0.939638478513	0.803814897747	0.803814897747	0.778697868313	0.778697868313	0.947748292512	0.651918591377	0.651918591377	0.765685293899	0.765685293899	0.855727052218	0.855727052218	0.68988825777	0.751114818238	0.674068598708	0.751114818238	0.853719273158	0.758906366244	0.72711240894	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.72711240894	0.847714681772	0.847714681772	0.861273905665	0.847714681772	0.847714681772	0.72711240894	0.636067469327	0.636067469327	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.947748292512
marA__Escherichia_coli_str__K-12_substr__W3110_	0.869038432419	0.807613826131	0.874654027198	0.839745165887	0.863366040214	0.84893835085	0.839745165887	0.90450481706	0.874654027198	0.938387155213	0.908286974367	0.899645477235	0.942942549013	0.947748292512	0.913165642431	0.596359964781	0.773114440251	0.931740162194	0.647127631714	0.88858432959	0.732212827487	0.739833874412	0.669513797113	0.861273905665	0.684358651487	0.847714681772	0.8832158502	0.947748292512	0.874062202457	0.836847600027	0.950513247917	0.972812448079	0.453799445885	0.0	0.691658921041	0.943050026086	0.943050026086	0.747224964505	0.56671084472	0.931209812549	0.939638478513	0.949090424765	0.949090424765	0.778697868313	0.778697868313	0.847714681772	0.790401057673	0.790401057673	0.790401057673	0.790401057673	0.855727052218	0.855727052218	0.543138560341	0.865482664171	0.778697868313	0.865482664171	0.778697868313	0.861273905665	0.758906366244	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.861273905665	0.847714681772	0.847714681772	0.72711240894	0.847714681772	0.847714681772	0.861273905665	0.758906366244	0.758906366244	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.947748292512	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772	0.847714681772
LpxC__Acinetobacter_baumannii_	0.848013861609	0.808254791901	0.891200068698	0.853867256718	0.864201644279	0.766440746147	0.853867256718	0.866023358632	0.839390861192	0.944431686668	0.917366105946	0.879178478716	0.917366105946	0.952853637038	0.951868129805	0.822702174812	0.766707921118	0.907087446932	0.771598090016	0.893544379649	0.770609443412	0.839037679137	0.697087259546	0.952853637038	0.904643349079	0.952853637038	0.935907551063	0.952853637038	0.882321389763	0.893544379649	0.917212199719	0.917212199719	0.747224964505	0.691658921041	0.0	0.844278032258	0.844278032258	0.810346395291	0.769608044492	0.902525620389	0.907087446932	0.919480693711	0.919480693711	0.762619643952	0.652276443058	0.846861357265	0.777472586236	0.777472586236	0.777472586236	0.777472586236	0.777472586236	0.777472586236	0.762619643952	0.854573921065	0.746239825323	0.746239825323	0.854573921065	0.609141609844	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.846861357265	0.738553256606	0.738553256606	0.846861357265	0.738553256606	0.738553256606	0.846861357265	0.609141609844	0.719672848067	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.846861357265	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.846861357265
smeD__Stenotrophomonas_maltophilia_	0.82072256746	0.68594058957	0.895614247073	0.853867256718	0.864201644279	0.68650405402	0.839390861192	0.866023358632	0.853867256718	0.944431686668	0.917366105946	0.879178478716	0.899692741909	0.952853637038	0.872415671886	0.694507611769	0.721270898389	0.907087446932	0.822834206306	0.910028596928	0.751946201743	0.663212690216	0.604149461784	0.952853637038	0.819133522003	0.952853637038	0.884892218624	0.952853637038	0.838836250528	0.955229139464	0.907244642315	0.880960335729	0.755378839817	0.943050026086	0.844278032258	0.0	0.230134343682	0.57259856008	0.806950472581	0.343596109259	0.898582719724	0.391049760924	0.391049760924	0.854573921065	0.854573921065	0.719672848067	0.45832490105	0.45832490105	0.558926020325	0.558926020325	0.680399930679	0.680399930679	0.762619643952	0.610673674804	0.746239825323	0.610673674804	0.652276443058	0.846861357265	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.561187644128	0.609141609844	0.609141609844	0.846861357265	0.609141609844	0.609141609844	0.561187644128	0.609141609844	0.719672848067	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.719672848067	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.846861357265
smeF__Stenotrophomonas_maltophilia_	0.806687945581	0.68594058957	0.840578721212	0.853867256718	0.864201644279	0.68650405402	0.839390861192	0.866023358632	0.853867256718	0.944431686668	0.917366105946	0.879178478716	0.899692741909	0.952853637038	0.872415671886	0.734304972407	0.761068259028	0.907087446932	0.822834206306	0.910028596928	0.693751989958	0.786834590725	0.693896792963	0.952853637038	0.865962911711	0.952853637038	0.884892218624	0.952853637038	0.750509612736	0.955229139464	0.907244642315	0.880960335729	0.852890995036	0.943050026086	0.844278032258	0.230134343682	0.0	0.673563530967	0.829641944304	0.343596109259	0.898582719724	0.391049760924	0.391049760924	0.854573921065	0.854573921065	0.719672848067	0.45832490105	0.45832490105	0.558926020325	0.558926020325	0.680399930679	0.680399930679	0.746239825323	0.652276443058	0.746239825323	0.652276443058	0.652276443058	0.846861357265	0.561187644128	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.846861357265	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.719672848067	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.738553256606	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.609141609844	0.846861357265
Escherichia_coli_parE_conferring_resistance_to_fluoroquinolones__Proteobacteria_	0.85790591422	0.715524547327	0.88755795139	0.840578721212	0.852823231892	0.788939991298	0.840578721212	0.910028596928	0.876723673172	0.944431686668	0.917366105946	0.864201644279	0.939342587221	0.952853637038	0.917212199719	0.798878428601	0.736292163472	0.930001308715	0.828279609426	0.893544379649	0.667450247931	0.7588982098	0.831708256314	0.846861357265	0.772304132294	0.952853637038	0.900705776919	0.952853637038	0.913655763183	0.922942016631	0.873611361946	0.955376024196	0.50406622103	0.747224964505	0.810346395291	0.57259856008	0.673563530967	0.0	0.320904637536	0.806950472581	0.921274191447	0.778670243147	0.778670243147	0.854573921065	0.854573921065	0.952853637038	0.643121812786	0.643121812786	0.680399930679	0.680399930679	0.777472586236	0.777472586236	0.762619643952	0.652276443058	0.652276443058	0.652276443058	0.854573921065	0.738553256606	0.719672848067	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.609141609844	0.738553256606	0.738553256606	0.952853637038	0.738553256606	0.738553256606	0.609141609844	0.561187644128	0.609141609844	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.738553256606	0.952853637038
Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	0.82789201768	0.79733493418	0.896226305245	0.904644604861	0.900771319201	0.797434314403	0.904644604861	0.911072541491	0.896226305245	0.950178034187	0.925979041027	0.869640743302	0.930343770119	0.957711702266	0.930392465121	0.751801342734	0.712292200007	0.923093064995	0.681435967117	0.90673892175	0.717080624962	0.654948655981	0.76976089731	0.824808067613	0.86411237384	0.957711702266	0.915766822999	0.957711702266	0.881517959713	0.8938476176	0.940215889177	0.880424752521	0.412774079042	0.56671084472	0.769608044492	0.806950472581	0.829641944304	0.320904637536	0.0	0.89016360101	0.923093064995	0.891188170505	0.891188170505	0.854091856849	0.854091856849	0.957711702266	0.654244537057	0.654244537057	0.757560233413	0.757560233413	0.8589947799	0.8589947799	0.738790462481	0.738790462481	0.621473706327	0.738790462481	0.854091856849	0.709310186593	0.709310186593	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.709310186593	0.844536853919	0.844536853919	0.957711702266	0.844536853919	0.844536853919	0.709310186593	0.571849878985	0.571849878985	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.844536853919	0.957711702266
smeR__Stenotrophomonas_maltophilia_	0.813226760021	0.728011460103	0.829702951412	0.863801396023	0.881353214975	0.72924964501	0.848674513932	0.880353942541	0.863801396023	0.950178034187	0.925979041027	0.885290551173	0.888912287128	0.957711702266	0.885979804912	0.749724858648	0.769574061795	0.916814309718	0.808000129941	0.911072541491	0.744564217113	0.76976089731	0.68414033837	0.957711702266	0.766245103595	0.957711702266	0.886875871146	0.957711702266	0.803336485321	0.953962435213	0.901732220861	0.872229921565	0.804501314909	0.931209812549	0.902525620389	0.343596109259	0.343596109259	0.806950472581	0.89016360101	0.0	0.888104020823	0.255704945137	0.255704945137	0.950178034187	0.950178034187	0.709310186593	0.332462189279	0.332462189279	0.525506419829	0.525506419829	0.654244537057	0.654244537057	0.738790462481	0.621473706327	0.738790462481	0.621473706327	0.59511738135	0.824808067613	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.844536853919	0.571849878985	0.571849878985	0.571849878985	0.659201443438	0.709310186593	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.709310186593	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.571849878985	0.844536853919
OXY-6-3__Klebsiella_oxytoca_	0.869499172159	0.824412375199	0.929891595334	0.890845932974	0.898068319433	0.773245417987	0.823726033107	0.935224577096	0.937033332331	0.950178034187	0.930343770119	0.931066875532	0.866069067806	0.824808067613	0.885979804912	0.71779527812	0.76749757771	0.851054484727	0.746624617703	0.928374379204	0.672934265177	0.76976089731	0.850311901852	0.844536853919	0.71197368631	0.844536853919	0.880777138639	0.957711702266	0.934111378096	0.550799638842	0.440083680336	0.819480299631	0.939638478513	0.939638478513	0.907087446932	0.898582719724	0.898582719724	0.921274191447	0.923093064995	0.888104020823	0.0	0.865975066035	0.865975066035	0.950178034187	0.950178034187	0.659201443438	0.843658154226	0.843658154226	0.718607049731	0.843658154226	0.843658154226	0.843658154226	0.854091856849	0.836976022687	0.950178034187	0.836976022687	0.950178034187	0.957711702266	0.957711702266	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.844536853919	0.824808067613	0.824808067613	0.824808067613	0.957711702266	0.957711702266	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.824808067613	0.957711702266
smeB__Stenotrophomonas_maltophilia_	0.799243171276	0.757108250606	0.777310792107	0.865081877638	0.89768442977	0.72787075673	0.849056735226	0.893783665695	0.865081877638	0.955608295815	0.934102868133	0.88274877812	0.865911839497	0.962306403228	0.898711063659	0.811278512013	0.848934699494	0.925979041027	0.847252296042	0.902931001245	0.792864650925	0.823502095372	0.621272527741	0.962306403228	0.874554988348	0.962306403228	0.879683183225	0.962306403228	0.811554638436	0.936438357662	0.885998821423	0.733081067597	0.803814897747	0.949090424765	0.919480693711	0.391049760924	0.391049760924	0.778670243147	0.891188170505	0.255704945137	0.865975066035	0.0	0.0	0.955608295815	0.955608295815	0.786865772376	0.267803694031	0.267803694031	0.612304832097	0.612304832097	0.723668690624	0.723668690624	0.851592307875	0.573051565104	0.699387671644	0.573051565104	0.727309080609	0.786865772376	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.514241616087	0.662143150493	0.662143150493	0.962306403228	0.662143150493	0.662143150493	0.514241616087	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.962306403228
smeC__Stenotrophomonas_maltophilia_	0.799243171276	0.757108250606	0.777310792107	0.865081877638	0.89768442977	0.72787075673	0.849056735226	0.893783665695	0.865081877638	0.955608295815	0.934102868133	0.88274877812	0.865911839497	0.962306403228	0.898711063659	0.811278512013	0.848934699494	0.925979041027	0.847252296042	0.902931001245	0.792864650925	0.823502095372	0.621272527741	0.962306403228	0.874554988348	0.962306403228	0.879683183225	0.962306403228	0.811554638436	0.936438357662	0.885998821423	0.733081067597	0.803814897747	0.949090424765	0.919480693711	0.391049760924	0.391049760924	0.778670243147	0.891188170505	0.255704945137	0.865975066035	0.0	0.0	0.955608295815	0.955608295815	0.786865772376	0.267803694031	0.267803694031	0.612304832097	0.612304832097	0.723668690624	0.723668690624	0.851592307875	0.573051565104	0.699387671644	0.573051565104	0.727309080609	0.786865772376	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.514241616087	0.662143150493	0.662143150493	0.962306403228	0.662143150493	0.662143150493	0.514241616087	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.662143150493	0.962306403228
APH(6)-Id__Pseudomonas_aeruginosa_	0.797516890015	0.765751836873	0.80585428499	0.80585428499	0.852069377468	0.811103866245	0.861084131851	0.875375614519	0.861084131851	0.73057560535	0.851592307875	0.817355629148	0.955608295815	0.696127437394	0.790096440667	0.822419205433	0.822419205433	0.854091856849	0.777152142245	0.875375614519	0.844492687895	0.848554699122	0.756069029272	0.696127437394	0.742067378629	0.974550998085	0.805034397753	0.974550998085	0.76721619926	0.928803056433	0.932026813096	0.932026813096	0.778697868313	0.778697868313	0.762619643952	0.854573921065	0.854573921065	0.854573921065	0.854091856849	0.950178034187	0.950178034187	0.955608295815	0.955608295815	0.0	0.245479272352	0.974550998085	0.965851798311	0.965851798311	0.965851798311	0.965851798311	0.965851798311	0.965851798311	0.970049560423	0.970049560423	0.970049560423	0.970049560423	0.970049560423	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.696127437394	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.696127437394
APH(3__)-Ib__Pseudomonas_aeruginosa_	0.811103866245	0.765751836873	0.80585428499	0.84426968325	0.852069377468	0.783372097588	0.861084131851	0.875375614519	0.861084131851	0.73057560535	0.851592307875	0.817355629148	0.955608295815	0.696127437394	0.790096440667	0.822419205433	0.822419205433	0.854091856849	0.810615313035	0.875375614519	0.844492687895	0.848554699122	0.799633091016	0.696127437394	0.742067378629	0.974550998085	0.805034397753	0.974550998085	0.76721619926	0.928803056433	0.932026813096	0.932026813096	0.778697868313	0.778697868313	0.652276443058	0.854573921065	0.854573921065	0.854573921065	0.854091856849	0.950178034187	0.950178034187	0.955608295815	0.955608295815	0.245479272352	0.0	0.974550998085	0.965851798311	0.965851798311	0.965851798311	0.965851798311	0.965851798311	0.965851798311	0.970049560423	0.970049560423	0.970049560423	0.73057560535	0.970049560423	0.696127437394	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.696127437394	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085	0.974550998085
TEM-126__Escherichia_coli_	0.801276405835	0.826177469736	0.868777120186	0.821827391595	0.925247333353	0.784972228984	0.802446001231	0.853595436335	0.802446001231	0.974550998085	0.839950059035	0.800396953873	0.662143150493	0.654783195596	0.942381756817	0.729633881452	0.787306005686	0.824808067613	0.780078055432	0.787264612157	0.755683952748	0.740499843886	0.793123380509	0.9783690458	0.72919007662	0.9783690458	0.85521022849	0.9783690458	0.787264612157	0.680136991272	0.773926047614	0.871184443351	0.947748292512	0.847714681772	0.846861357265	0.719672848067	0.719672848067	0.952853637038	0.957711702266	0.709310186593	0.659201443438	0.786865772376	0.786865772376	0.974550998085	0.974550998085	0.0	0.723655053782	0.723655053782	0.474173907327	0.723655053782	0.723655053782	0.723655053782	0.696127437394	0.974550998085	0.974550998085	0.974550998085	0.696127437394	0.9783690458	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.9783690458	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.9783690458	0.9783690458	0.9783690458	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.9783690458	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.654783195596	0.654783195596
