#SampleID	SOURCE_ENV	Env	SourceSink	TITLE	METAPHLAN_BARCODE	RUN_DATE	STUDY_CENTER	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	SEQUENCING_METH
SRS016002	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016018	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016033	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016037	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016039	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016043	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016053	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016056	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016059	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016063	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016071	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016086	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016092	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016095	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016111	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS016132	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016133	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016139	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016188	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016191	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS016196	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016200	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016203	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016225	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016267	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016292	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016297	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016312	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016319	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016322	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016331	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016335	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016342	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016349	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016360	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016381	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016393	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016434	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016437	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016438	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016456	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016474	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016495	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016501	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016503	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016513	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016516	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS016517	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016529	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016533	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016541	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016553	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016559	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS016569	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016575	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016581	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016584	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS016600	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016629	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016647	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016653	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016665	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016683	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016692	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS016740	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016742	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016746	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016752	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016753	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016815	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016840	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016858	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016876	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016897	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016944	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS016954	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016969	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS016989	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS016990	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017007	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017013	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017025	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017044	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017076	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017080	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017103	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017120	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017127	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017139	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017156	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017191	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017209	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017215	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017227	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017244	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017247	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017248	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017279	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017303	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017304	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017307	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017324	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017326	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017336	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017375	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017381	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017383	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017433	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017439	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017441	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017445	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017451	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017497	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS017511	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017517	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017520	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS017521	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017533	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017537	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017622	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017630	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017634	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017640	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017687	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017697	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017700	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS017701	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017713	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017745	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017751	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017753	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017757	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017763	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017788	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017808	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017810	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017814	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS017820	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017821	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017849	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017851	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS017859	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS017916	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018049	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018055	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018061	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018133	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018145	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018149	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018157	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018300	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018312	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018313	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018329	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018337	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018351	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018357	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018359	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018369	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018394	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018427	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018439	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018463	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018473	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018479	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018488	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS018501	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018513	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018535	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS018536	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018541	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018569	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018573	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018575	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018585	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018591	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018594	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018602	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018606	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018610	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018612	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018616	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018623	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018656	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018661	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018665	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018671	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018679	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018683	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018691	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018732	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018739	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018742	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018750	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018762	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018769	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS018774	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018784	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018791	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018794	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018814	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018817	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018820	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018822	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018826	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018836	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018875	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018888	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018923	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018925	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018929	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018936	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS018969	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018971	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018975	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS018978	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018981	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS018984	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019014	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019016	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019019	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019022	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019024	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019025	Keratinized_gingiva	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019026	Palatine_Tonsils	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019027	Throat	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019028	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019029	Subgingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019030	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019033	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019039	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019045	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019062	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019063	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019064	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019067	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019068	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019071	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019073	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019077	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019081	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019087	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019090	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019116	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019119	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019120	Saliva	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019122	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019124	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019125	Keratinized_gingiva	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019126	Palatine_Tonsils	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019127	Throat	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019128	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019129	Subgingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019161	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019170	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019172	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019176	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019178	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019215	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019219	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019221	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019225	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019245	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS019267	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019270	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019272	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019276	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019285	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS019286	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019327	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019329	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019333	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019339	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019348	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019352	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019360	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019372	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019379	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS019381	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019386	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019387	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019389	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019391	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019397	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019428	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019439	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019443	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019445	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019485	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS019488	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019490	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019494	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019496	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019582	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019587	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019591	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019597	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019600	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS019601	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019607	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019638	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019685	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019693	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019696	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019698	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019787	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019792	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019794	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019798	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019807	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS019808	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019867	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019872	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019894	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019906	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019910	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019968	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS019974	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019976	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019980	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS019986	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS019989	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS020220	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020222	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020226	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020232	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
